#CHANNEL:CH1
#SIZE=4000
Index,Time(s),Volt(V)
745,2.976000e-02,-2.000000e-01
746,2.980000e-02,1.600000e-01
747,2.984000e-02,4.800000e-01
748,2.988000e-02,7.200000e-01
749,2.992000e-02,7.600000e-01
750,2.996000e-02,6.400000e-01
751,3.000000e-02,3.200000e-01
752,3.004000e-02,-4.000000e-02
753,3.008000e-02,-4.400000e-01
754,3.012000e-02,-6.000000e-01
755,3.016000e-02,-7.200000e-01
756,3.020000e-02,-6.400000e-01
757,3.024000e-02,-3.200000e-01
758,3.028000e-02,0.000000e+00
759,3.032000e-02,3.200000e-01
760,3.036000e-02,6.000000e-01
761,3.040000e-02,6.400000e-01
762,3.044000e-02,5.200000e-01
763,3.048000e-02,3.200000e-01
764,3.052000e-02,1.200000e-01
765,3.056000e-02,-1.600000e-01
766,3.060000e-02,-3.600000e-01
767,3.064000e-02,-4.800000e-01
768,3.068000e-02,-4.000000e-01
769,3.072000e-02,-2.800000e-01
770,3.076000e-02,-8.000000e-02
771,3.080000e-02,1.200000e-01
772,3.084000e-02,2.800000e-01
773,3.088000e-02,3.600000e-01
774,3.092000e-02,2.800000e-01
775,3.096000e-02,2.400000e-01
776,3.100000e-02,1.600000e-01
777,3.104000e-02,-4.000000e-02
778,3.108000e-02,-1.200000e-01
779,3.112000e-02,-2.000000e-01
780,3.116000e-02,-2.400000e-01
781,3.120000e-02,-2.000000e-01
782,3.124000e-02,-1.200000e-01
783,3.128000e-02,0.000000e+00
784,3.132000e-02,1.200000e-01
785,3.136000e-02,2.000000e-01
786,3.140000e-02,2.400000e-01
787,3.144000e-02,2.800000e-01
788,3.148000e-02,2.000000e-01
789,3.152000e-02,8.000000e-02
790,3.156000e-02,-1.200000e-01
791,3.160000e-02,-2.400000e-01
792,3.164000e-02,-4.000000e-01
793,3.168000e-02,-4.000000e-01
794,3.172000e-02,-2.800000e-01
795,3.176000e-02,-1.200000e-01
796,3.180000e-02,1.200000e-01
797,3.184000e-02,3.200000e-01
798,3.188000e-02,4.800000e-01
799,3.192000e-02,5.600000e-01
800,3.196000e-02,4.800000e-01
801,3.200000e-02,2.400000e-01
802,3.204000e-02,-4.000000e-02
803,3.208000e-02,-3.600000e-01
804,3.212000e-02,-5.600000e-01
805,3.216000e-02,-6.400000e-01
806,3.220000e-02,-5.600000e-01
807,3.224000e-02,-4.000000e-01
808,3.228000e-02,4.000000e-02
809,3.232000e-02,3.600000e-01
810,3.236000e-02,6.400000e-01
811,3.240000e-02,7.600000e-01
812,3.244000e-02,7.200000e-01
813,3.248000e-02,4.800000e-01
814,3.252000e-02,1.200000e-01
815,3.256000e-02,-2.000000e-01
816,3.260000e-02,-5.200000e-01
817,3.264000e-02,-6.400000e-01
818,3.268000e-02,-6.800000e-01
819,3.272000e-02,-4.800000e-01
820,3.276000e-02,-1.600000e-01
821,3.280000e-02,1.600000e-01
822,3.284000e-02,4.400000e-01
823,3.288000e-02,6.000000e-01
824,3.292000e-02,6.400000e-01
825,3.296000e-02,4.800000e-01
826,3.300000e-02,2.000000e-01
827,3.304000e-02,-4.000000e-02
828,3.308000e-02,-2.400000e-01
829,3.312000e-02,-3.600000e-01
830,3.316000e-02,-4.800000e-01
831,3.320000e-02,-3.600000e-01
832,3.324000e-02,-2.000000e-01
833,3.328000e-02,-4.000000e-02
834,3.332000e-02,1.600000e-01
835,3.336000e-02,3.200000e-01
836,3.340000e-02,3.200000e-01
837,3.344000e-02,2.800000e-01
838,3.348000e-02,2.000000e-01
839,3.352000e-02,0.000000e+00
840,3.356000e-02,-4.000000e-02
841,3.360000e-02,-1.600000e-01
842,3.364000e-02,-2.400000e-01
843,3.368000e-02,-2.400000e-01
844,3.372000e-02,-1.600000e-01
845,3.376000e-02,-8.000000e-02
846,3.380000e-02,1.200000e-01
847,3.384000e-02,2.000000e-01
848,3.388000e-02,2.800000e-01
849,3.392000e-02,3.200000e-01
850,3.396000e-02,2.400000e-01
851,3.400000e-02,1.200000e-01
852,3.404000e-02,4.000000e-02
853,3.408000e-02,-1.600000e-01
854,3.412000e-02,-3.200000e-01
855,3.416000e-02,-4.000000e-01
856,3.420000e-02,-3.200000e-01
857,3.424000e-02,-2.000000e-01
858,3.428000e-02,0.000000e+00
859,3.432000e-02,2.800000e-01
860,3.436000e-02,4.400000e-01
861,3.440000e-02,5.200000e-01
862,3.444000e-02,5.600000e-01
863,3.448000e-02,4.000000e-01
864,3.452000e-02,8.000000e-02
865,3.456000e-02,-2.400000e-01
866,3.460000e-02,-4.800000e-01
867,3.464000e-02,-6.400000e-01
868,3.468000e-02,-6.000000e-01
869,3.472000e-02,-4.800000e-01
870,3.476000e-02,-2.000000e-01
871,3.480000e-02,2.000000e-01
872,3.484000e-02,4.800000e-01
873,3.488000e-02,7.200000e-01
874,3.492000e-02,7.200000e-01
875,3.496000e-02,5.600000e-01
876,3.500000e-02,2.800000e-01
877,3.504000e-02,-8.000000e-02
878,3.508000e-02,-3.600000e-01
879,3.512000e-02,-6.400000e-01
880,3.516000e-02,-7.200000e-01
881,3.520000e-02,-5.600000e-01
882,3.524000e-02,-3.600000e-01
883,3.528000e-02,-4.000000e-02
884,3.532000e-02,2.800000e-01
885,3.536000e-02,5.200000e-01
886,3.540000e-02,6.400000e-01
887,3.544000e-02,6.000000e-01
888,3.548000e-02,4.000000e-01
889,3.552000e-02,8.000000e-02
890,3.556000e-02,-1.600000e-01
891,3.560000e-02,-3.200000e-01
892,3.564000e-02,-3.600000e-01
893,3.568000e-02,-4.000000e-01
894,3.572000e-02,-3.200000e-01
895,3.576000e-02,-1.200000e-01
896,3.580000e-02,8.000000e-02
897,3.584000e-02,2.800000e-01
898,3.588000e-02,2.800000e-01
899,3.592000e-02,2.800000e-01
900,3.596000e-02,2.800000e-01
901,3.600000e-02,1.200000e-01
902,3.604000e-02,0.000000e+00
903,3.608000e-02,-1.200000e-01
904,3.612000e-02,-2.400000e-01
905,3.616000e-02,-2.000000e-01
906,3.620000e-02,-2.000000e-01
907,3.624000e-02,-4.000000e-02
908,3.628000e-02,4.000000e-02
909,3.632000e-02,1.200000e-01
910,3.636000e-02,2.800000e-01
911,3.640000e-02,3.200000e-01
912,3.644000e-02,3.200000e-01
913,3.648000e-02,2.000000e-01
914,3.652000e-02,8.000000e-02
915,3.656000e-02,-1.200000e-01
916,3.660000e-02,-2.400000e-01
917,3.664000e-02,-3.600000e-01
918,3.668000e-02,-3.200000e-01
919,3.672000e-02,-2.800000e-01
920,3.676000e-02,-1.200000e-01
921,3.680000e-02,1.200000e-01
922,3.684000e-02,3.600000e-01
923,3.688000e-02,5.200000e-01
924,3.692000e-02,5.600000e-01
925,3.696000e-02,4.800000e-01
926,3.700000e-02,2.400000e-01
927,3.704000e-02,-1.200000e-01
928,3.708000e-02,-3.600000e-01
929,3.712000e-02,-5.600000e-01
930,3.716000e-02,-6.800000e-01
931,3.720000e-02,-6.000000e-01
932,3.724000e-02,-3.600000e-01
933,3.728000e-02,4.000000e-02
934,3.732000e-02,3.200000e-01
935,3.736000e-02,6.000000e-01
936,3.740000e-02,7.600000e-01
937,3.744000e-02,7.200000e-01
938,3.748000e-02,4.400000e-01
939,3.752000e-02,1.200000e-01
940,3.756000e-02,-2.400000e-01
941,3.760000e-02,-5.200000e-01
942,3.764000e-02,-7.200000e-01
943,3.768000e-02,-6.400000e-01
944,3.772000e-02,-4.800000e-01
945,3.776000e-02,-2.000000e-01
946,3.780000e-02,1.600000e-01
947,3.784000e-02,4.400000e-01
948,3.788000e-02,6.400000e-01
949,3.792000e-02,6.000000e-01
950,3.796000e-02,4.400000e-01
951,3.800000e-02,2.000000e-01
952,3.804000e-02,-4.000000e-02
953,3.808000e-02,-2.800000e-01
954,3.812000e-02,-4.400000e-01
955,3.816000e-02,-4.400000e-01
956,3.820000e-02,-3.200000e-01
957,3.824000e-02,-1.600000e-01
958,3.828000e-02,0.000000e+00
959,3.832000e-02,2.000000e-01
960,3.836000e-02,2.800000e-01
961,3.840000e-02,3.600000e-01
962,3.844000e-02,3.200000e-01
963,3.848000e-02,1.600000e-01
964,3.852000e-02,8.000000e-02
965,3.856000e-02,-1.200000e-01
966,3.860000e-02,-2.000000e-01
967,3.864000e-02,-2.400000e-01
968,3.868000e-02,-2.400000e-01
969,3.872000e-02,-1.600000e-01
970,3.876000e-02,-4.000000e-02
971,3.880000e-02,8.000000e-02
972,3.884000e-02,2.000000e-01
973,3.888000e-02,2.800000e-01
974,3.892000e-02,2.800000e-01
975,3.896000e-02,2.400000e-01
976,3.900000e-02,1.200000e-01
977,3.904000e-02,-4.000000e-02
978,3.908000e-02,-2.000000e-01
979,3.912000e-02,-3.600000e-01
980,3.916000e-02,-3.600000e-01
981,3.920000e-02,-3.600000e-01
982,3.924000e-02,-2.400000e-01
983,3.928000e-02,-4.000000e-02
984,3.932000e-02,2.400000e-01
985,3.936000e-02,4.400000e-01
986,3.940000e-02,5.200000e-01
987,3.944000e-02,5.200000e-01
988,3.948000e-02,3.600000e-01
989,3.952000e-02,8.000000e-02
990,3.956000e-02,-2.000000e-01
991,3.960000e-02,-4.800000e-01
992,3.964000e-02,-6.800000e-01
993,3.968000e-02,-6.400000e-01
994,3.972000e-02,-4.800000e-01
995,3.976000e-02,-1.600000e-01
996,3.980000e-02,1.600000e-01
997,3.984000e-02,5.200000e-01
998,3.988000e-02,7.200000e-01
999,3.992000e-02,7.600000e-01
1000,3.996000e-02,5.600000e-01
1001,4.000000e-02,2.800000e-01
1002,4.004000e-02,-4.000000e-02
1003,4.008000e-02,-4.000000e-01
1004,4.012000e-02,-5.600000e-01
1005,4.016000e-02,-7.200000e-01
1006,4.020000e-02,-6.000000e-01
1007,4.024000e-02,-3.200000e-01
1008,4.028000e-02,-4.000000e-02
1009,4.032000e-02,3.600000e-01
1010,4.036000e-02,5.200000e-01
1011,4.040000e-02,6.000000e-01
1012,4.044000e-02,5.200000e-01
1013,4.048000e-02,3.600000e-01
1014,4.052000e-02,8.000000e-02
1015,4.056000e-02,-1.600000e-01
1016,4.060000e-02,-3.200000e-01
1017,4.064000e-02,-4.400000e-01
1018,4.068000e-02,-4.000000e-01
1019,4.072000e-02,-2.400000e-01
1020,4.076000e-02,-1.200000e-01
1021,4.080000e-02,1.200000e-01
1022,4.084000e-02,2.400000e-01
1023,4.088000e-02,3.600000e-01
1024,4.092000e-02,2.800000e-01
1025,4.096000e-02,2.400000e-01
1026,4.100000e-02,1.200000e-01
1027,4.104000e-02,0.000000e+00
1028,4.108000e-02,-1.200000e-01
1029,4.112000e-02,-2.000000e-01
1030,4.116000e-02,-2.400000e-01
1031,4.120000e-02,-2.000000e-01
1032,4.124000e-02,-1.200000e-01
1033,4.128000e-02,4.000000e-02
1034,4.132000e-02,1.200000e-01
1035,4.136000e-02,2.400000e-01
1036,4.140000e-02,2.800000e-01
1037,4.144000e-02,2.800000e-01
1038,4.148000e-02,2.000000e-01
1039,4.152000e-02,4.000000e-02
1040,4.156000e-02,-1.200000e-01
1041,4.160000e-02,-2.400000e-01
1042,4.164000e-02,-3.200000e-01
1043,4.168000e-02,-3.600000e-01
1044,4.172000e-02,-2.800000e-01
1045,4.176000e-02,-1.200000e-01
1046,4.180000e-02,1.200000e-01
1047,4.184000e-02,3.200000e-01
1048,4.188000e-02,4.800000e-01
1049,4.192000e-02,5.600000e-01
1050,4.196000e-02,4.800000e-01
1051,4.200000e-02,2.400000e-01
1052,4.204000e-02,-8.000000e-02
1053,4.208000e-02,-2.800000e-01
1054,4.212000e-02,-6.400000e-01
1055,4.216000e-02,-6.400000e-01
1056,4.220000e-02,-5.600000e-01
1057,4.224000e-02,-2.800000e-01
1058,4.228000e-02,0.000000e+00
1059,4.232000e-02,3.600000e-01
1060,4.236000e-02,6.400000e-01
1061,4.240000e-02,7.600000e-01
1062,4.244000e-02,6.400000e-01
1063,4.248000e-02,4.800000e-01
1064,4.252000e-02,1.200000e-01
1065,4.256000e-02,-2.400000e-01
1066,4.260000e-02,-5.600000e-01
1067,4.264000e-02,-6.400000e-01
1068,4.268000e-02,-6.400000e-01
1069,4.272000e-02,-4.800000e-01
1070,4.276000e-02,-1.600000e-01
1071,4.280000e-02,1.600000e-01
1072,4.284000e-02,4.400000e-01
1073,4.288000e-02,5.600000e-01
1074,4.292000e-02,5.600000e-01
1075,4.296000e-02,4.400000e-01
1076,4.300000e-02,2.400000e-01
1077,4.304000e-02,-4.000000e-02
1078,4.308000e-02,-2.800000e-01
1079,4.312000e-02,-4.400000e-01
1080,4.316000e-02,-4.400000e-01
1081,4.320000e-02,-3.600000e-01
1082,4.324000e-02,-1.600000e-01
1083,4.328000e-02,-4.000000e-02
1084,4.332000e-02,1.600000e-01
1085,4.336000e-02,2.800000e-01
1086,4.340000e-02,3.600000e-01
1087,4.344000e-02,2.800000e-01
1088,4.348000e-02,2.000000e-01
1089,4.352000e-02,4.000000e-02
1090,4.356000e-02,-8.000000e-02
1091,4.360000e-02,-2.000000e-01
1092,4.364000e-02,-2.400000e-01
1093,4.368000e-02,-2.000000e-01
1094,4.372000e-02,-1.600000e-01
1095,4.376000e-02,-4.000000e-02
1096,4.380000e-02,8.000000e-02
1097,4.384000e-02,2.000000e-01
1098,4.388000e-02,2.400000e-01
1099,4.392000e-02,3.200000e-01
1100,4.396000e-02,2.000000e-01
1101,4.400000e-02,1.200000e-01
1102,4.404000e-02,-4.000000e-02
1103,4.408000e-02,-1.600000e-01
1104,4.412000e-02,-2.800000e-01
1105,4.416000e-02,-4.000000e-01
1106,4.420000e-02,-3.200000e-01
1107,4.424000e-02,-2.000000e-01
1108,4.428000e-02,0.000000e+00
1109,4.432000e-02,2.800000e-01
1110,4.436000e-02,4.400000e-01
1111,4.440000e-02,6.000000e-01
1112,4.444000e-02,5.200000e-01
1113,4.448000e-02,3.200000e-01
1114,4.452000e-02,1.200000e-01
1115,4.456000e-02,-2.000000e-01
1116,4.460000e-02,-4.800000e-01
1117,4.464000e-02,-6.400000e-01
1118,4.468000e-02,-6.400000e-01
1119,4.472000e-02,-4.800000e-01
1120,4.476000e-02,-2.000000e-01
1121,4.480000e-02,1.600000e-01
1122,4.484000e-02,4.800000e-01
1123,4.488000e-02,7.200000e-01
1124,4.492000e-02,7.600000e-01
1125,4.496000e-02,6.400000e-01
1126,4.500000e-02,3.600000e-01
1127,4.504000e-02,-8.000000e-02
1128,4.508000e-02,-4.400000e-01
1129,4.512000e-02,-6.400000e-01
1130,4.516000e-02,-7.200000e-01
1131,4.520000e-02,-6.400000e-01
1132,4.524000e-02,-3.600000e-01
1133,4.528000e-02,0.000000e+00
1134,4.532000e-02,2.800000e-01
1135,4.536000e-02,5.200000e-01
1136,4.540000e-02,5.600000e-01
1137,4.544000e-02,5.200000e-01
1138,4.548000e-02,3.200000e-01
1139,4.552000e-02,1.200000e-01
1140,4.556000e-02,-1.600000e-01
1141,4.560000e-02,-4.000000e-01
1142,4.564000e-02,-4.400000e-01
1143,4.568000e-02,-4.000000e-01
1144,4.572000e-02,-2.800000e-01
1145,4.576000e-02,-1.200000e-01
1146,4.580000e-02,1.200000e-01
1147,4.584000e-02,2.800000e-01
1148,4.588000e-02,2.800000e-01
1149,4.592000e-02,2.800000e-01
1150,4.596000e-02,2.400000e-01
1151,4.600000e-02,1.200000e-01
1152,4.604000e-02,0.000000e+00
1153,4.608000e-02,-1.200000e-01
1154,4.612000e-02,-2.000000e-01
1155,4.616000e-02,-2.400000e-01
1156,4.620000e-02,-2.000000e-01
1157,4.624000e-02,-1.200000e-01
1158,4.628000e-02,4.000000e-02
1159,4.632000e-02,1.200000e-01
1160,4.636000e-02,2.800000e-01
1161,4.640000e-02,2.800000e-01
1162,4.644000e-02,3.200000e-01
1163,4.648000e-02,2.000000e-01
1164,4.652000e-02,8.000000e-02
1165,4.656000e-02,-1.200000e-01
1166,4.660000e-02,-2.400000e-01
1167,4.664000e-02,-3.600000e-01
1168,4.668000e-02,-3.600000e-01
1169,4.672000e-02,-2.800000e-01
1170,4.676000e-02,-1.200000e-01
1171,4.680000e-02,1.200000e-01
1172,4.684000e-02,3.600000e-01
1173,4.688000e-02,5.600000e-01
1174,4.692000e-02,5.200000e-01
1175,4.696000e-02,4.800000e-01
1176,4.700000e-02,2.400000e-01
1177,4.704000e-02,-8.000000e-02
1178,4.708000e-02,-3.600000e-01
1179,4.712000e-02,-5.600000e-01
1180,4.716000e-02,-6.400000e-01
1181,4.720000e-02,-5.600000e-01
1182,4.724000e-02,-3.600000e-01
1183,4.728000e-02,-4.000000e-02
1184,4.732000e-02,3.600000e-01
1185,4.736000e-02,6.000000e-01
1186,4.740000e-02,7.600000e-01
1187,4.744000e-02,7.200000e-01
1188,4.748000e-02,4.800000e-01
1189,4.752000e-02,1.200000e-01
1190,4.756000e-02,-2.400000e-01
1191,4.760000e-02,-5.200000e-01
1192,4.764000e-02,-7.200000e-01
1193,4.768000e-02,-6.400000e-01
1194,4.772000e-02,-4.800000e-01
1195,4.776000e-02,-1.600000e-01
1196,4.780000e-02,1.600000e-01
1197,4.784000e-02,4.400000e-01
1198,4.788000e-02,6.400000e-01
1199,4.792000e-02,5.600000e-01
1200,4.796000e-02,4.400000e-01
1201,4.800000e-02,2.000000e-01
1202,4.804000e-02,-4.000000e-02
1203,4.808000e-02,-2.800000e-01
1204,4.812000e-02,-4.000000e-01
1205,4.816000e-02,-4.400000e-01
1206,4.820000e-02,-3.200000e-01
1207,4.824000e-02,-2.000000e-01
1208,4.828000e-02,4.000000e-02
1209,4.832000e-02,1.600000e-01
1210,4.836000e-02,3.200000e-01
1211,4.840000e-02,3.600000e-01
1212,4.844000e-02,2.800000e-01
1213,4.848000e-02,2.000000e-01
1214,4.852000e-02,4.000000e-02
1215,4.856000e-02,-8.000000e-02
1216,4.860000e-02,-2.000000e-01
1217,4.864000e-02,-2.400000e-01
1218,4.868000e-02,-2.000000e-01
1219,4.872000e-02,-1.600000e-01
1220,4.876000e-02,0.000000e+00
1221,4.880000e-02,8.000000e-02
1222,4.884000e-02,1.600000e-01
1223,4.888000e-02,2.400000e-01
1224,4.892000e-02,3.200000e-01
1225,4.896000e-02,2.000000e-01
1226,4.900000e-02,1.200000e-01
1227,4.904000e-02,0.000000e+00
1228,4.908000e-02,-1.600000e-01
1229,4.912000e-02,-3.600000e-01
1230,4.916000e-02,-4.000000e-01
1231,4.920000e-02,-3.200000e-01
1232,4.924000e-02,-2.000000e-01
1233,4.928000e-02,0.000000e+00
1234,4.932000e-02,2.400000e-01
1235,4.936000e-02,4.000000e-01
1236,4.940000e-02,5.200000e-01
1237,4.944000e-02,5.200000e-01
1238,4.948000e-02,3.600000e-01
1239,4.952000e-02,1.200000e-01
1240,4.956000e-02,-2.000000e-01
1241,4.960000e-02,-4.400000e-01
1242,4.964000e-02,-6.000000e-01
1243,4.968000e-02,-6.000000e-01
1244,4.972000e-02,-4.400000e-01
1245,4.976000e-02,-1.600000e-01
1246,4.980000e-02,2.000000e-01
1247,4.984000e-02,4.800000e-01
1248,4.988000e-02,7.200000e-01
1249,4.992000e-02,7.600000e-01
1250,4.996000e-02,6.000000e-01
1251,5.000000e-02,2.800000e-01
1252,5.004000e-02,-8.000000e-02
1253,5.008000e-02,-4.000000e-01
1254,5.012000e-02,-6.000000e-01
1255,5.016000e-02,-6.800000e-01
1256,5.020000e-02,-6.400000e-01
1257,5.024000e-02,-3.200000e-01
1258,5.028000e-02,4.000000e-02
1259,5.032000e-02,3.600000e-01
1260,5.036000e-02,5.600000e-01
1261,5.040000e-02,6.800000e-01
1262,5.044000e-02,5.200000e-01
1263,5.048000e-02,4.000000e-01
1264,5.052000e-02,1.200000e-01
1265,5.056000e-02,-1.200000e-01
1266,5.060000e-02,-3.600000e-01
1267,5.064000e-02,-4.400000e-01
1268,5.068000e-02,-4.400000e-01
1269,5.072000e-02,-2.800000e-01
1270,5.076000e-02,-1.200000e-01
1271,5.080000e-02,8.000000e-02
1272,5.084000e-02,2.800000e-01
1273,5.088000e-02,2.800000e-01
1274,5.092000e-02,3.600000e-01
1275,5.096000e-02,2.800000e-01
1276,5.100000e-02,1.600000e-01
1277,5.104000e-02,-4.000000e-02
1278,5.108000e-02,-1.200000e-01
1279,5.112000e-02,-2.000000e-01
1280,5.116000e-02,-2.000000e-01
1281,5.120000e-02,-2.000000e-01
1282,5.124000e-02,-1.200000e-01
1283,5.128000e-02,4.000000e-02
1284,5.132000e-02,1.200000e-01
1285,5.136000e-02,2.400000e-01
1286,5.140000e-02,3.200000e-01
1287,5.144000e-02,2.400000e-01
1288,5.148000e-02,2.000000e-01
1289,5.152000e-02,8.000000e-02
1290,5.156000e-02,-1.200000e-01
1291,5.160000e-02,-2.400000e-01
1292,5.164000e-02,-4.000000e-01
1293,5.168000e-02,-3.200000e-01
1294,5.172000e-02,-2.800000e-01
1295,5.176000e-02,-1.200000e-01
1296,5.180000e-02,1.200000e-01
1297,5.184000e-02,3.600000e-01
1298,5.188000e-02,5.200000e-01
1299,5.192000e-02,5.200000e-01
1300,5.196000e-02,4.800000e-01
1301,5.200000e-02,2.400000e-01
1302,5.204000e-02,-4.000000e-02
1303,5.208000e-02,-4.000000e-01
1304,5.212000e-02,-5.600000e-01
1305,5.216000e-02,-6.800000e-01
1306,5.220000e-02,-6.400000e-01
1307,5.224000e-02,-3.600000e-01
1308,5.228000e-02,0.000000e+00
1309,5.232000e-02,3.600000e-01
1310,5.236000e-02,6.400000e-01
1311,5.240000e-02,7.600000e-01
1312,5.244000e-02,6.800000e-01
1313,5.248000e-02,4.800000e-01
1314,5.252000e-02,1.600000e-01
1315,5.256000e-02,-2.400000e-01
1316,5.260000e-02,-5.200000e-01
1317,5.264000e-02,-6.800000e-01
1318,5.268000e-02,-6.400000e-01
1319,5.272000e-02,-4.800000e-01
1320,5.276000e-02,-1.600000e-01
1321,5.280000e-02,1.600000e-01
1322,5.284000e-02,4.800000e-01
1323,5.288000e-02,6.000000e-01
1324,5.292000e-02,5.600000e-01
1325,5.296000e-02,4.800000e-01
1326,5.300000e-02,2.800000e-01
1327,5.304000e-02,-4.000000e-02
1328,5.308000e-02,-2.400000e-01
1329,5.312000e-02,-4.400000e-01
1330,5.316000e-02,-4.400000e-01
1331,5.320000e-02,-3.600000e-01
1332,5.324000e-02,-2.000000e-01
1333,5.328000e-02,0.000000e+00
1334,5.332000e-02,1.600000e-01
1335,5.336000e-02,2.800000e-01
1336,5.340000e-02,3.600000e-01
1337,5.344000e-02,3.200000e-01
1338,5.348000e-02,1.600000e-01
1339,5.352000e-02,8.000000e-02
1340,5.356000e-02,-8.000000e-02
1341,5.360000e-02,-2.000000e-01
1342,5.364000e-02,-2.400000e-01
1343,5.368000e-02,-2.000000e-01
1344,5.372000e-02,-1.600000e-01
1345,5.376000e-02,-8.000000e-02
1346,5.380000e-02,8.000000e-02
1347,5.384000e-02,2.000000e-01
1348,5.388000e-02,2.800000e-01
1349,5.392000e-02,3.200000e-01
1350,5.396000e-02,2.800000e-01
1351,5.400000e-02,1.200000e-01
1352,5.404000e-02,-4.000000e-02
1353,5.408000e-02,-2.000000e-01
1354,5.412000e-02,-2.800000e-01
1355,5.416000e-02,-4.000000e-01
1356,5.420000e-02,-3.200000e-01
1357,5.424000e-02,-2.000000e-01
1358,5.428000e-02,-4.000000e-02
1359,5.432000e-02,2.000000e-01
1360,5.436000e-02,4.800000e-01
1361,5.440000e-02,6.000000e-01
1362,5.444000e-02,5.200000e-01
1363,5.448000e-02,3.600000e-01
1364,5.452000e-02,1.200000e-01
1365,5.456000e-02,-2.000000e-01
1366,5.460000e-02,-4.800000e-01
1367,5.464000e-02,-6.000000e-01
1368,5.468000e-02,-6.800000e-01
1369,5.472000e-02,-4.400000e-01
1370,5.476000e-02,-2.000000e-01
1371,5.480000e-02,1.600000e-01
1372,5.484000e-02,4.800000e-01
1373,5.488000e-02,7.200000e-01
1374,5.492000e-02,7.600000e-01
1375,5.496000e-02,5.600000e-01
1376,5.500000e-02,2.800000e-01
1377,5.504000e-02,-4.000000e-02
1378,5.508000e-02,-3.600000e-01
1379,5.512000e-02,-6.000000e-01
1380,5.516000e-02,-7.200000e-01
1381,5.520000e-02,-5.600000e-01
1382,5.524000e-02,-3.600000e-01
1383,5.528000e-02,-4.000000e-02
1384,5.532000e-02,3.600000e-01
1385,5.536000e-02,5.200000e-01
1386,5.540000e-02,6.000000e-01
1387,5.544000e-02,5.200000e-01
1388,5.548000e-02,3.600000e-01
1389,5.552000e-02,1.200000e-01
1390,5.556000e-02,-1.600000e-01
1391,5.560000e-02,-3.600000e-01
1392,5.564000e-02,-4.400000e-01
1393,5.568000e-02,-4.400000e-01
1394,5.572000e-02,-2.400000e-01
1395,5.576000e-02,-8.000000e-02
1396,5.580000e-02,8.000000e-02
1397,5.584000e-02,3.200000e-01
1398,5.588000e-02,2.800000e-01
1399,5.592000e-02,3.200000e-01
1400,5.596000e-02,2.400000e-01
1401,5.600000e-02,1.200000e-01
1402,5.604000e-02,0.000000e+00
1403,5.608000e-02,-1.600000e-01
1404,5.612000e-02,-2.000000e-01
1405,5.616000e-02,-2.400000e-01
1406,5.620000e-02,-2.000000e-01
1407,5.624000e-02,-1.200000e-01
1408,5.628000e-02,-4.000000e-02
1409,5.632000e-02,1.200000e-01
1410,5.636000e-02,2.000000e-01
1411,5.640000e-02,2.800000e-01
1412,5.644000e-02,3.200000e-01
1413,5.648000e-02,2.000000e-01
1414,5.652000e-02,8.000000e-02
1415,5.656000e-02,-1.200000e-01
1416,5.660000e-02,-2.400000e-01
1417,5.664000e-02,-3.200000e-01
1418,5.668000e-02,-4.000000e-01
1419,5.672000e-02,-3.200000e-01
1420,5.676000e-02,-1.200000e-01
1421,5.680000e-02,1.200000e-01
1422,5.684000e-02,3.600000e-01
1423,5.688000e-02,4.800000e-01
1424,5.692000e-02,5.600000e-01
1425,5.696000e-02,4.800000e-01
1426,5.700000e-02,2.800000e-01
1427,5.704000e-02,-4.000000e-02
1428,5.708000e-02,-3.200000e-01
1429,5.712000e-02,-5.600000e-01
1430,5.716000e-02,-6.800000e-01
1431,5.720000e-02,-6.000000e-01
1432,5.724000e-02,-3.600000e-01
1433,5.728000e-02,-4.000000e-02
1434,5.732000e-02,3.600000e-01
1435,5.736000e-02,6.400000e-01
1436,5.740000e-02,7.600000e-01
1437,5.744000e-02,7.200000e-01
1438,5.748000e-02,4.400000e-01
1439,5.752000e-02,1.200000e-01
1440,5.756000e-02,-2.400000e-01
1441,5.760000e-02,-5.200000e-01
1442,5.764000e-02,-7.200000e-01
1443,5.768000e-02,-6.800000e-01
1444,5.772000e-02,-4.800000e-01
1445,5.776000e-02,-1.600000e-01
1446,5.780000e-02,1.600000e-01
1447,5.784000e-02,4.400000e-01
1448,5.788000e-02,6.000000e-01
1449,5.792000e-02,5.600000e-01
1450,5.796000e-02,4.800000e-01
1451,5.800000e-02,2.000000e-01
1452,5.804000e-02,-4.000000e-02
1453,5.808000e-02,-2.400000e-01
1454,5.812000e-02,-4.000000e-01
1455,5.816000e-02,-4.400000e-01
1456,5.820000e-02,-4.000000e-01
1457,5.824000e-02,-2.400000e-01
1458,5.828000e-02,4.000000e-02
1459,5.832000e-02,1.200000e-01
1460,5.836000e-02,2.400000e-01
1461,5.840000e-02,3.200000e-01
1462,5.844000e-02,2.400000e-01
1463,5.848000e-02,2.000000e-01
1464,5.852000e-02,8.000000e-02
1465,5.856000e-02,-1.200000e-01
1466,5.860000e-02,-2.000000e-01
1467,5.864000e-02,-2.400000e-01
1468,5.868000e-02,-2.000000e-01
1469,5.872000e-02,-1.200000e-01
1470,5.876000e-02,-8.000000e-02
1471,5.880000e-02,8.000000e-02
1472,5.884000e-02,1.600000e-01
1473,5.888000e-02,2.800000e-01
