-51,Profil1.tif
-43,Profil2.tif
-37,Profil3.tif
-27,Profil4.tif
-20,Profil5.tif
-10,Profil6.tif
0,Profil7.tif
10,Profil8.tif
26,Profil9.tif
44,Profil10.tif
56,Profil11.tif
73,Profil12.tif
82,Profil13.tif
92,Profil14.tif
106,Profil15.tif
